id,name,habitat,description,move,sprite_front,sprite_back,c_description
68.0,machamp,mountain,"Its superpowerful punches are said to
knock the victim flying clear over the
horizon.",karate-chop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/68.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/68.gif,Its superpowerful punches are said to knock the victim flying clear over the horizon.
69.0,bellsprout,forest,"A carnivorous POKéMON that traps and eats
bugs. It appears to use its root feet to
replenish moisture.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/69.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/69.gif,A carnivorous BELLSPROUT that traps and eats bugs. It appears to use its root feet to replenish moisture.
70.0,weepinbell,forest,"It spits out POISONPOWDER to immobilize
the enemy and then finishes it with a
spray of ACID.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/70.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/70.gif,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.
71.0,victreebel,forest,"The long vine extending from its head is
waved about as if it were a living thing to
attract prey. When an unsuspecting victim
approaches, it is swallowed whole.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/71.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/71.gif,"The long vine extending from its head is waved about as if it were a living thing to attract prey. When an unsuspecting victim approaches, it is swallowed whole."
72.0,tentacool,sea,"Drifts in shallow seas. Anglers who hook
them by accident are often punished by
their stingers.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/72.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/72.gif,Drifts in shallow seas. Anglers who hook them by accident are often punished by their stingers.
73.0,tentacruel,sea,"The tentacles are normally kept short.
On hunts, they are extended to ensnare
and immobilize prey.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/73.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/73.gif,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
74.0,geodude,mountain,"Found in fields and mountains. Mistaking
them for boulders, people often step or
trip on them.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/74.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/74.gif,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
75.0,graveler,mountain,"Be careful while hiking on mountain trails.
GRAVELER may come rolling down the path
without slowing.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/75.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/75.gif,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.
76.0,golem,mountain,"Its boulder-like body is extremely hard.
It can easily withstand dynamite blasts
without taking damage.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/76.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/76.gif,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage.
77.0,ponyta,grassland,"Its hooves are ten times harder than
diamond. It can trample anything
completely flat in little time.",stomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/77.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/77.gif,Its hooves are ten times harder than diamond. It can trample anything completely flat in little time.
78.0,rapidash,grassland,"It can gallop at a top speed of 150
miles per hour. It can race as fast as a
bullet train while ablaze.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/78.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/78.gif,It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze.
79.0,slowpoke,waters-edge,"It catches prey by dipping its tail in
water at the side of a river. But it often
forgets what it is doing and spends entire
days just loafing at water’s edge.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/79.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/79.gif,It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water’s edge.
80.0,slowbro,waters-edge,"The SHELLDER that latches onto
SLOWPOKE’s tail is said to feed on the
host’s leftover scraps.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/80.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/80.gif,The SHELLDER that latches onto SLOWPOKE’s tail is said to feed on the host’s leftover scraps.
81.0,magnemite,rough-terrain,"Uses antigravity to stay suspended.
Appears without warning and uses THUNDER
WAVE and similar moves.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/81.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/81.gif,Uses antigravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
82.0,magneton,rough-terrain,"Formed by several MAGNEMITE linked
together. They frequently appear when
sunspots flare up.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/82.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/82.gif,Formed by several MAGNEMITE linked together. They frequently appear when sunspots flare up.
83.0,farfetchd,grassland,"The plant stalk it holds is its weapon.
The stalk is used like a sword to cut all
sorts of things.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/83.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/83.gif,The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things.
84.0,doduo,grassland,"A bird that makes up for its poor flying
with its fast foot speed. Leaves giant
footprints.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/84.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/84.gif,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
85.0,dodrio,grassland,"An odd species that is rarely found.
The three heads respectively represent
joy, sadness, and anger.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/85.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/85.gif,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger."
86.0,seel,sea,"The protruding horn on its head is very
hard. It is used for bashing through thick
icebergs.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/86.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/86.gif,The protruding horn on its head is very hard. It is used for bashing through thick icebergs.
87.0,dewgong,sea,"It stores thermal energy in the body.
It swims at a steady eight knots even in
intensely cold waters.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/87.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/87.gif,It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters.
88.0,grimer,urban,"Appears in filthy areas. It thrives by
sucking up polluted sludge that is pumped
out of factories.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/88.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/88.gif,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.
89.0,muk,urban,"Thickly covered with a filthy, vile
sludge. It is so toxic, even its footprints
contain poison.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/89.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/89.gif,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
90.0,shellder,sea,"Its hard shell repels any kind of attack.
It is vulnerable only when its shell is
open.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/90.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/90.gif,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
91.0,cloyster,sea,"When attacked, it launches its horns in
quick volleys. Its innards have never been
seen.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/91.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/91.gif,"When attacked, it launches its horns in quick volleys. Its innards have never been seen."
92.0,gastly,cave,"Almost invisible, this gaseous POKéMON
cloaks the target and puts it to sleep
without notice.",fire-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/92.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/92.gif,"Almost invisible, this gaseous GASTLY cloaks the target and puts it to sleep without notice."
93.0,haunter,cave,"Because of its ability to slip through
block walls, it is said to be from another
dimension.",fire-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/93.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/93.gif,"Because of its ability to slip through block walls, it is said to be from another dimension."
94.0,gengar,cave,"On the night of a full moon, if shadows
move on their own and laugh, it must be
GENGAR’s doing.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/94.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/94.gif,"On the night of a full moon, if shadows move on their own and laugh, it must be GENGAR’s doing."
95.0,onix,cave,"As it grows, the stone portions of its
body harden to become similar to
black-colored diamonds.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/95.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/95.gif,"As it grows, the stone portions of its body harden to become similar to black-colored diamonds."
96.0,drowzee,grassland,"Puts enemies to sleep, then eats their
dreams. Occasionally gets sick from eating
only bad dreams.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/96.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/96.gif,"Puts enemies to sleep, then eats their dreams. Occasionally gets sick from eating only bad dreams."
97.0,hypno,grassland,"When it locks eyes with an enemy, it will
use a mix of PSI moves such as HYPNOSIS
and CONFUSION.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/97.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/97.gif,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION."
98.0,krabby,waters-edge,"Its pincers are not only powerful weapons,
they are used for balance when walking
sideways.",vice-grip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/98.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/98.gif,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
99.0,kingler,waters-edge,"The large pincer has 10,000-horsepower
crushing force. However, its huge size
makes it unwieldy to use.",vice-grip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/99.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/99.gif,"The large pincer has 10,000-horsepower crushing force. However, its huge size makes it unwieldy to use."
100.0,voltorb,urban,"Usually found in power plants. Easily
mistaken for a POKé BALL, it has
zapped many people.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/100.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/100.gif,"Usually found in power plants. Easily mistaken for a POKé BALL, it has zapped many people."
101.0,electrode,urban,"It stores electric energy under very high
pressure. It often explodes with little or
no provocation.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/101.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/101.gif,It stores electric energy under very high pressure. It often explodes with little or no provocation.
102.0,exeggcute,forest,"It is often mistaken for eggs. When
disturbed, they quickly gather and attack
in swarms.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/102.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/102.gif,"It is often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
103.0,exeggutor,forest,"It is said that on rare occasions, one
of its heads will drop off and continue on
as an EXEGGCUTE.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/103.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/103.gif,"It is said that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
104.0,cubone,mountain,"Because it never removes its skull helmet,
no one has ever seen this POKéMON’s real
face.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/104.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/104.gif,"Because it never removes its skull helmet, no one has ever seen this CUBONE’s real face."
105.0,marowak,mountain,"It is small and was originally very weak.
Its temperament turned ferocious when it
began using bones.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/105.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/105.gif,It is small and was originally very weak. Its temperament turned ferocious when it began using bones.
106.0,hitmonlee,urban,"When in a hurry, its legs lengthen
progressively. It runs smoothly with
extra-long, loping strides.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/106.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/106.gif,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra-long, loping strides."
107.0,hitmonchan,urban,"While apparently doing nothing, it fires
punches in lightning-fast volleys that are
impossible to see.",comet-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/107.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/107.gif,"While apparently doing nothing, it fires punches in lightning-fast volleys that are impossible to see."
108.0,lickitung,grassland,"Its tongue can be extended like a
chameleon’s. It leaves a tingling
sensation when it licks enemies.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/108.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/108.gif,Its tongue can be extended like a chameleon’s. It leaves a tingling sensation when it licks enemies.
109.0,koffing,urban,"Because it stores several kinds of toxic
gases in its body, it is prone to
exploding without warning.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/109.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/109.gif,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
110.0,weezing,urban,"Where two kinds of poison gases meet, two
KOFFING can fuse into a WEEZING over
many years.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/110.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/110.gif,"Where two kinds of poison gases meet, two KOFFING can fuse into a WEEZING over many years."
111.0,rhyhorn,rough-terrain,"Its massive bones are 1,000 times harder
than human bones. Its TACKLE can knock a
semitrailer flying.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/111.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/111.gif,"Its massive bones are 1,000 times harder than human bones. Its TACKLE can knock a semitrailer flying."
112.0,rhydon,rough-terrain,"Protected by an armor-like hide, it is
capable of living in molten lava of 3,600
degrees Fahrenheit.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/112.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/112.gif,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees Fahrenheit."
113.0,chansey,urban,"A rare and elusive POKéMON that is said
to bring happiness to those who manage to
catch one.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/113.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/113.gif,A rare and elusive CHANSEY that is said to bring happiness to those who manage to catch one.
114.0,tangela,grassland,"The whole body is swathed with wide vines
that are similar to seaweed. The vines
sway as it walks.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/114.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/114.gif,The whole body is swathed with wide vines that are similar to seaweed. The vines sway as it walks.
115.0,kangaskhan,grassland,"The infant rarely ventures out of its
mother’s protective pouch until it is
three years old.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/115.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/115.gif,The infant rarely ventures out of its mother’s protective pouch until it is three years old.
116.0,horsea,sea,"Known to shoot down flying bugs with
precision blasts of ink from the surface
of the water.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/116.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/116.gif,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
117.0,seadra,sea,"It is capable of swimming backwards by
rapidly flapping its winglike pectoral fins
and stout tail.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/117.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/117.gif,It is capable of swimming backwards by rapidly flapping its winglike pectoral fins and stout tail.
118.0,goldeen,waters-edge,"Its tail fin billows like an elegant
ballroom dress, giving it the nickname of
“The Water Queen.”",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/118.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/118.gif,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of “The Water Queen.”"
119.0,seaking,waters-edge,"The horn on its head is sharp like a
drill. It bores a hole in a boulder to
make its nest.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/119.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/119.gif,The horn on its head is sharp like a drill. It bores a hole in a boulder to make its nest.
120.0,staryu,sea,"It appears in large numbers by seashores.
At night, its central core flashes with a
red light.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/120.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/120.gif,"It appears in large numbers by seashores. At night, its central core flashes with a red light."
121.0,starmie,sea,"Its central core glows with the seven
colors of the rainbow. Some people value
the core as a gem.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/121.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/121.gif,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
122.0,mr-mime,urban,"If interrupted while it is miming, it will
suddenly DOUBLESLAP the offender with its
broad hands.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/122.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/122.gif,"If interrupted while it is miming, it will suddenly DOUBLESLAP the offender with its broad hands."
123.0,scyther,grassland,"It tears and shreds prey with its wickedly
sharp scythes. It very rarely spreads its
wings to fly.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/123.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/123.gif,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
124.0,jynx,urban,"It seductively wiggles its hips as it
walks. It can cause people to dance in
unison with it.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/124.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/124.gif,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
125.0,electabuzz,grassland,"Normally found near power plants, they
can wander away and cause major
blackouts in cities.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/125.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/125.gif,"Normally found near power plants, they can wander away and cause major blackouts in cities."
126.0,magmar,mountain,"Its body always burns with an orange glow
that enables it to hide perfectly amidst
flames.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/126.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/126.gif,Its body always burns with an orange glow that enables it to hide perfectly amidst flames.
127.0,pinsir,forest,"If it fails to crush the foe in its
pincers, it will swing around and toss
the opponent.",vice-grip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/127.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/127.gif,"If it fails to crush the foe in its pincers, it will swing around and toss the opponent."
128.0,tauros,grassland,"When it targets an enemy, it charges
furiously while whipping its body with its
long tails.",stomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/128.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/128.gif,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
129.0,magikarp,waters-edge,"In the distant past, it was somewhat
stronger than the horribly weak
descendants that exist today.",tackle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/129.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/129.gif,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
130.0,gyarados,waters-edge,"It is an extremely vicious and violent
POKéMON. When humans begin to fight,
it will appear and burn everything to the
ground with intensely hot flames.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/130.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/130.gif,"It is an extremely vicious and violent GYARADOS. When humans begin to fight, it will appear and burn everything to the ground with intensely hot flames."
131.0,lapras,sea,"A POKéMON that has been overhunted
almost to extinction. It can ferry people
on its back.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/131.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/131.gif,A LAPRAS that has been overhunted almost to extinction. It can ferry people on its back.
132.0,ditto,urban,"Capable of copying an opponent’s genetic
code to instantly transform itself into a
duplicate of the enemy.",transform,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/132.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/132.gif,Capable of copying an opponent’s genetic code to instantly transform itself into a duplicate of the enemy.
133.0,eevee,urban,"Its genetic code is irregular. It may
mutate if it is exposed to radiation from
element STONES.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/133.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/133.gif,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONES.
134.0,vaporeon,urban,"Lives close to water. Its long tail is
ridged with a fin which is often mistaken
for a mermaid’s.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/134.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/134.gif,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s.
135.0,jolteon,urban,"It accumulates negative ions in the
atmosphere to blast out 10,000-volt
lightning bolts.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/135.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/135.gif,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts."
