id,name,habitat,description,move,sprite_front,sprite_back,c_description,haiku_2,haiku_3
50.0,diglett,cave,"It burrows through the ground at a
shallow depth. It leaves raised earth in
its wake, making it easy to spot.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/50.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/50.gif,"It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot.","Prediction:
 A Diglett,

Digging and leaving
A telltale trail of

Eggshells.

","Prediction:
 A diglett,
A single line
Its wake."
51.0,dugtrio,cave,"A team of DIGLETT triplets. It triggers
huge earthquakes by burrowing 60 miles
underground.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/51.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/51.gif,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.,"Prediction:
 A team of Diglett triplets.
Underground and in the cave
One scratch.
","Prediction:
 A team ofDiglett Triplets
Dugtrio - the one that's a cave
It can burrow 60"
52.0,meowth,urban,"All it does is sleep during the daytime.
At night, it patrols its territory with its
eyes aglow.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/52.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/52.gif,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.","Prediction:
 A Pokemon called
The meowth that
 Lives in the city
 Sleeps all day
 But at night
 It","Prediction:
 A meowth, sleep,
With its eyes aglow.
"
53.0,persian,urban,"Although its fur has many admirers, it is
tough to raise as a pet because of its
fickle meanness.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/53.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/53.gif,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.","Prediction:
 Persian cat
A cat with long,
Delicate ears.
","Prediction:
 A Persian cat
Is a very proud
And lovely pet.
"
54.0,psyduck,waters-edge,"While lulling its enemies with its vacant
look, this wily POKéMON will use
psychokinetic powers.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/54.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/54.gif,"While lulling its enemies with its vacant look, this wily PSYDUCK will use psychokinetic powers.","Prediction:
 PSYDUCK
A vacant look,
And wily powers.
It's a Psyduck.","Prediction:
 Psyduck is a sneaky Pokemon

It uses its vacant eyes to trick you

It uses psychokinetic"
55.0,golduck,waters-edge,"The forelegs are webbed, helping to make
it an adept swimmer. It can be seen
swimming elegantly in lakes, etc.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/55.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/55.gif,"The forelegs are webbed, helping to make it an adept swimmer. It can be seen swimming elegantly in lakes, etc.","Prediction:
 An elegant Golduck swims,

With the power of the punch,

He makes water.","Prediction:
 Golduck
The webbed forelegs
A calm lake
"
56.0,mankey,mountain,"Extremely quick to anger. It could be
docile one moment, then thrashing away 
the next instant.",karate-chop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/56.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/56.gif,"Extremely quick to anger. It could be docile one moment, then thrashing away  the next instant.","Prediction:
 A mankey's temper,

Is as changeable

As the wind.","Prediction:
 A mankey,

A mankey.

A mankey thrashed.
"
57.0,primeape,mountain,"Always furious and tenacious to boot.
It will not abandon chasing its quarry
until it catches up.",karate-chop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/57.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/57.gif,Always furious and tenacious to boot. It will not abandon chasing its quarry until it catches up.,"Prediction:
 Primeape, the agile and feisty
Is always on the lookout for
A good Karate-chop!","Prediction:
 Primeape the Primeape:
Furious, tenacious:
Chases its quarry, never giving up."
58.0,growlithe,grassland,"It is very protective of its territory.
It will bark and bite to repel intruders
from its space.",double-kick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/58.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/58.gif,It is very protective of its territory. It will bark and bite to repel intruders from its space.,"Prediction:
 The grass growlithe lives
Is very protective of its territory
It barks and bites
To keep out intruders.","Prediction:
 The grass is so dense
The only way through
Is growlithe"
59.0,arcanine,grassland,"A POKéMON that has long been admired
for its beauty. It runs agilely as if
on wings.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/59.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/59.gif,A ARCANINE that has long been admired for its beauty. It runs agilely as if on wings.,"Prediction:
 A arcanine,

With its beautiful fur,

A agile runner
A Pokemon.","Prediction:
 A beautiful arcanine

A Pokemon that runs agilely

On its wings."
60.0,poliwag,waters-edge,"Its newly grown legs prevent it from
walking well. It appears to prefer
swimming over walking.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/60.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/60.gif,Its newly grown legs prevent it from walking well. It appears to prefer swimming over walking.,"Prediction:
 poliwag,
With its newly grown legs
It appears to prefer to swim,
Instead of walk.","Prediction:
 poliwag

A poliwag with

Newly grown legs

Swims in the water's edge"
61.0,poliwhirl,waters-edge,"It can live in or out of water. When out
of water, it constantly sweats to keep its
body slimy.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/61.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/61.gif,"It can live in or out of water. When out of water, it constantly sweats to keep its body slimy.","Prediction:
 Poliwhirl,

A slimy body.
","Prediction:
 poliwhirl,

with the sleek

body

of

a

snake

"
62.0,poliwrath,waters-edge,"A swimmer adept at both the front crawl
and breaststroke. Easily overtakes the
best human swimmers.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/62.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/62.gif,A swimmer adept at both the front crawl and breaststroke. Easily overtakes the best human swimmers.,"Prediction:
 A poliwrath with great speed
Swims with ease and grace
In the water's edge.","Prediction:
 A poliwrath,

With a smooth, streamlined body

Swims with ease

In the waters-"
63.0,abra,urban,"Using its ability to read minds, it will
sense impending danger and TELEPORT to
safety.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/63.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/63.gif,"Using its ability to read minds, it will sense impending danger and TELEPORT to safety.","Prediction:
 abra, mind reader
the move mega-punch, big punch
it can TELEPORT, use its ability","Prediction:
 A Pokemon called abra,
A mind reader and Teleport,
Is the most powerful Pokemon in the world."
64.0,kadabra,urban,"It happened one morning - a boy with
extrasensory powers awoke in bed
transformed into KADABRA.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/64.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/64.gif,It happened one morning - a boy with extrasensory powers awoke in bed transformed into KADABRA.,"Prediction:
 In the morning, a boy in bed
Transformed into KADABRA.
Kadabra lives in the city","Prediction:
 A boy with eyes of fire

And a body of ice

Awoke in bed
transformed into k"
65.0,alakazam,urban,"Its brain can outperform a supercomputer.
Its IQ (intelligence quotient) is said to
be around 5,000.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/65.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/65.gif,"Its brain can outperform a supercomputer. Its IQ (intelligence quotient) is said to be around 5,000.","Prediction:
 Alakazam's IQ is so high
It can outsmart a computer
It's the ultimate Pokemon","Prediction:
 Alakazam, a Pokemon with a 
Very smart brain!
An IQ of 5,000!"
66.0,machop,mountain,"Its whole body is composed of muscles.
Even though it’s the size of a human
child, it can hurl 100 grown-ups.",karate-chop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/66.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/66.gif,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.","Prediction:
 Machop,   The muscle-bodied Pokemon.
In the mountain's depth, 
Machop knows the move—","Prediction:
 Machop,
The muscle child.

 Machop,
Hurl the mountains."
67.0,machoke,mountain,"Its muscular body is so powerful, it must
wear a power-save belt to be able to
regulate its motions.",karate-chop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/67.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/67.gif,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.","Prediction:
 Machoke
On a power-save belt
The karate-chop move","Prediction:
 Machoke,
Power-save belt,
A Pokemon.
"
68.0,machamp,mountain,"Its superpowerful punches are said to
knock the victim flying clear over the
horizon.",karate-chop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/68.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/68.gif,Its superpowerful punches are said to knock the victim flying clear over the horizon.,"Prediction:
 A Machamp,

Thumps and thumps,

Falls out of sight.","Prediction:
 Machamp's
Fists are like
A hurricane.
"
69.0,bellsprout,forest,"A carnivorous POKéMON that traps and eats
bugs. It appears to use its root feet to
replenish moisture.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/69.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/69.gif,A carnivorous BELLSPROUT that traps and eats bugs. It appears to use its root feet to replenish moisture.,"Prediction:
 Bellsprout

A carnivorous

The plant grows

A root feet

A sword dance
","Prediction:
 A Bellsprout,
Gripping insects
And swallowing them.
"
70.0,weepinbell,forest,"It spits out POISONPOWDER to immobilize
the enemy and then finishes it with a
spray of ACID.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/70.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/70.gif,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,"Prediction:
 Weeping Bell
Spits out poison powder
To immobilize the enemy.
It finishes with a spray of acid.","Prediction:
 A weepinbell,

Spitting poison

On a branch."
71.0,victreebel,forest,"The long vine extending from its head is
waved about as if it were a living thing to
attract prey. When an unsuspecting victim
approaches, it is swallowed whole.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/71.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/71.gif,"The long vine extending from its head is waved about as if it were a living thing to attract prey. When an unsuspecting victim approaches, it is swallowed whole.","Prediction:
 In the forest,

A long,

Vines of green.

A Pokemon,

A victim","Prediction:
 With its long, waving vine,
The victim-stealing Victreebel
Is the most adorable Pokémon."
72.0,tentacool,sea,"Drifts in shallow seas. Anglers who hook
them by accident are often punished by
their stingers.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/72.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/72.gif,Drifts in shallow seas. Anglers who hook them by accident are often punished by their stingers.,"Prediction:
 A Tentacool
Beneath the waves,
A small fish
With big teeth.
","Prediction:
 A tentacool,

A stinging pain."
73.0,tentacruel,sea,"The tentacles are normally kept short.
On hunts, they are extended to ensnare
and immobilize prey.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/73.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/73.gif,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.","Prediction:
 In the sea's depths,
A tentacruel.
Its tentacles
Are like a sword.","Prediction:
 A tentacruel's body
Is a series of tentacles.
It can be found
In the sea."
74.0,geodude,mountain,"Found in fields and mountains. Mistaking
them for boulders, people often step or
trip on them.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/74.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/74.gif,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.","Prediction:
 Geodude
Lives in the mountains
Mega-puppy punch!","Prediction:
 Geodude
Geodude
Geodude,
The steps
The steps,
The steps
The steps"
75.0,graveler,mountain,"Be careful while hiking on mountain trails.
GRAVELER may come rolling down the path
without slowing.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/75.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/75.gif,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.,"Prediction:
 Rolling down
The mountain path,
GRAVELER
Is out there!","Prediction:
 Be careful walking on the mountain
 trail, be wary of GRAveler.
"
76.0,golem,mountain,"Its boulder-like body is extremely hard.
It can easily withstand dynamite blasts
without taking damage.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/76.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/76.gif,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage.,"Prediction:
 Golem, the Rock Golem
The body is rock hard,
Can withstand dynamite blast,
A golem","Prediction:
 A Pokemon named Golem.

A mountain's body,

Hard as a rock."
77.0,ponyta,grassland,"Its hooves are ten times harder than
diamond. It can trample anything
completely flat in little time.",stomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/77.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/77.gif,Its hooves are ten times harder than diamond. It can trample anything completely flat in little time.,"Prediction:
 Ponyta is a Pokemon

With hooves 10 times harder

 Than diamond.

It can stomp any","Prediction:
 A Pokemon's name is Ponyta,
Its feet are ten times harder than diamond,
And it can crush things in"
78.0,rapidash,grassland,"It can gallop at a top speed of 150
miles per hour. It can race as fast as a
bullet train while ablaze.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/78.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/78.gif,It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze.,"Prediction:
 A Rapidash gallops through the grassland
A speed so fast that it almost feels
Like a bullet train, blazing ahead","Prediction:
 Rapidash, the horse of the sea,
Gallops at a top speed of
150 miles per hour.

"
79.0,slowpoke,waters-edge,"It catches prey by dipping its tail in
water at the side of a river. But it often
forgets what it is doing and spends entire
days just loafing at water’s edge.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/79.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/79.gif,It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water’s edge.,"Prediction:
 Slowpoke,
Slowpoke,
Slowpoke.
","Prediction:
 Slowpoke,
Dip its tail
In the river.
"
80.0,slowbro,waters-edge,"The SHELLDER that latches onto
SLOWPOKE’s tail is said to feed on the
host’s leftover scraps.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/80.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/80.gif,The SHELLDER that latches onto SLOWPOKE’s tail is said to feed on the host’s leftover scraps.,"Prediction:
 In the waters-edge,

Slowbro lives,

With the move,
 Mega-punch.","Prediction:
 A slowbro, with a shell that clings
To the slowpoke’s tail,
 feeds on its leftovers"
81.0,magnemite,rough-terrain,"Uses antigravity to stay suspended.
Appears without warning and uses THUNDER
WAVE and similar moves.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/81.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/81.gif,Uses antigravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,"Prediction:
 A quick flash,
A small,
A Pokemon.

A magnemite.","Prediction:
 Magnemite: a Pokemon of power
Grounded by antigravity
Thundered away!"
82.0,magneton,rough-terrain,"Formed by several MAGNEMITE linked
together. They frequently appear when
sunspots flare up.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/82.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/82.gif,Formed by several MAGNEMITE linked together. They frequently appear when sunspots flare up.,"Prediction:
 A Pokemon called Magneton

Frequently appear

When sunspots flare up.
","Prediction:
 In the rough-terrain,
The Pokemon Magneton
Is formed by several magnethites,
 linked together."
83.0,farfetchd,grassland,"The plant stalk it holds is its weapon.
The stalk is used like a sword to cut all
sorts of things.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/83.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/83.gif,The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things.,"Prediction:
 The razor wind of the farfetchd
Darts past the grass,
And cuts the air.","Prediction:
 A tall stalk of grass
The name of this Pokemon
Is a portmanteau of the word ""farmed"""
84.0,doduo,grassland,"A bird that makes up for its poor flying
with its fast foot speed. Leaves giant
footprints.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/84.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/84.gif,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,"Prediction:
 A bird that runs so fast
It leaves its tracks behind.
Dudo lives in grassland.
It knows the move","Prediction:
 In the grassland,
A bird
That makes up for its
Poor flying
With its fast foot speed.
"
85.0,dodrio,grassland,"An odd species that is rarely found.
The three heads respectively represent
joy, sadness, and anger.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/85.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/85.gif,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger.","Prediction:
 In a grassland,

A single dodrio

Xenon aikio.
","Prediction:
 Dodrio, the three-headed Pokemon,
Is found near the grassland,
Just like the grass."
86.0,seel,sea,"The protruding horn on its head is very
hard. It is used for bashing through thick
icebergs.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/86.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/86.gif,The protruding horn on its head is very hard. It is used for bashing through thick icebergs.,"Prediction:
 Seel, the sea Pokemon
The hard, pointed horn on its head
Is used to break through
The thick,","Prediction:
 The seel's horn is hard,

It is used to bash through

The thick icebergs."
87.0,dewgong,sea,"It stores thermal energy in the body.
It swims at a steady eight knots even in
intensely cold waters.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/87.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/87.gif,It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters.,"Prediction:
 A Dewgong swims
In a sea of ice.
It knows the move
Pay-day.","Prediction:
 A dewgong swims
It's thermal energy
Is stored in the body.
"
88.0,grimer,urban,"Appears in filthy areas. It thrives by
sucking up polluted sludge that is pumped
out of factories.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/88.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/88.gif,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.,"Prediction:
 Grimer, a Pokemon of a dirty place
It sucks up all the dirty sludge
It’s pump is","Prediction:
 Grimer,
A Pokemon who 
Seeks the sludgy
 urban areas.
"
89.0,muk,urban,"Thickly covered with a filthy, vile
sludge. It is so toxic, even its footprints
contain poison.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/89.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/89.gif,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.","Prediction:
 muk

The toxic footprints
Of this vile Pokemon.
","Prediction:
 A muk, muk, muk
Thickly covered in a vile
Sludge.
"
90.0,shellder,sea,"Its hard shell repels any kind of attack.
It is vulnerable only when its shell is
open.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/90.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/90.gif,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,"Prediction:
 A Pokemon Shellder
Its hard shell is its defense
It is vulnerable
When its shell is open.
A","Prediction:
 A Shellder, 
A hard shell,
Is vulnerable when open."
91.0,cloyster,sea,"When attacked, it launches its horns in
quick volleys. Its innards have never been
seen.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/91.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/91.gif,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.","Prediction:
 In the sea,
The Cloyster
Reaching up with horns.
","Prediction:
 When attacked, the cloyster
Launches itself at the enemy's
Bones of the legs.
"
92.0,gastly,cave,"Almost invisible, this gaseous POKéMON
cloaks the target and puts it to sleep
without notice.",fire-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/92.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/92.gif,"Almost invisible, this gaseous GASTLY cloaks the target and puts it to sleep without notice.","Prediction:
 Gastly, the gaseous Pokemon -
A single punch and your life's over.
","Prediction:
 Gastly, a gaseous Pokemon,
A sleeping target, unaware,
A ghostly pale, and gas-like."
93.0,haunter,cave,"Because of its ability to slip through
block walls, it is said to be from another
dimension.",fire-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/93.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/93.gif,"Because of its ability to slip through block walls, it is said to be from another dimension.","Prediction:
 In a cave,
I met a Haunter.
I think,
It knows the fire-punch move.","Prediction:
 At the far end of the cave,
A haunter, I believe.
I do not know why.
"
94.0,gengar,cave,"On the night of a full moon, if shadows
move on their own and laugh, it must be
GENGAR’s doing.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/94.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/94.gif,"On the night of a full moon, if shadows move on their own and laugh, it must be GENGAR’s doing.","Prediction:
 In the night of a full moon,

A shadow moves on its own.

It must be Genghar","Prediction:
 A gengar, a cave,

A night of a full moon."
95.0,onix,cave,"As it grows, the stone portions of its
body harden to become similar to
black-colored diamonds.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/95.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/95.gif,"As it grows, the stone portions of its body harden to become similar to black-colored diamonds.","Prediction:
 Onix, the cave dweller
Is known for its diamond-like stone body,
Which harder than iron.","Prediction:
 The stone Pokemon Onix
Grows to resemble its name:
Onix
"
96.0,drowzee,grassland,"Puts enemies to sleep, then eats their
dreams. Occasionally gets sick from eating
only bad dreams.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/96.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/96.gif,"Puts enemies to sleep, then eats their dreams. Occasionally gets sick from eating only bad dreams.","Prediction:
 drowzee

putts enemies

to sleep

but

the

dreams

","Prediction:
 Drowzee drowzee
Gently sleeping, gently breathing
I'm glad to be back."
97.0,hypno,grassland,"When it locks eyes with an enemy, it will
use a mix of PSI moves such as HYPNOSIS
and CONFUSION.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/97.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/97.gif,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.","Prediction:
 A Pokemon lives in the grassland,
A small, blue, furry thing,
With a long, blue horn in the","Prediction:
 When it locks eyes with an enemy
Is a mix of PSI moves
Is hypno"
98.0,krabby,waters-edge,"Its pincers are not only powerful weapons,
they are used for balance when walking
sideways.",vice-grip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/98.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/98.gif,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.","Prediction:
 Krabby lives by the water's edge.

With its powerful pincers,

Krabby knows","Prediction:
 A krabby, with all its might,
Stalks the water's edge,
A powerful Pokémon."
